Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
transcription/translation regulatory transformer protein RfaH [Grimontia sp. NTOU-MAR1],Grimontia sp. NTOU-MAR1,46.2,46.2,98%,8e-04,46.81,165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_325892018.1?report=genbank&log$=prottop&blast_rank=3746&RID=1W6HPFAE013"",""WP_325892018.1"")"
transcription/translation regulatory transformer protein RfaH [Photobacterium sp. 1_MG-2023],Photobacterium sp. 1_MG-2023,46.2,46.2,85%,8e-04,46.34,165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_303564804.1?report=genbank&log$=prottop&blast_rank=3747&RID=1W6HPFAE013"",""WP_303564804.1"")"
transcription/translation regulatory transformer protein RfaH [Photobacterium sp. GJ3],Photobacterium sp. GJ3,46.2,46.2,85%,8e-04,46.34,165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_211647433.1?report=genbank&log$=prottop&blast_rank=3748&RID=1W6HPFAE013"",""WP_211647433.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. P1-26],Pseudoalteromonas sp. P1-26,46.2,46.2,92%,9e-04,50.00,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_055022375.1?report=genbank&log$=prottop&blast_rank=3749&RID=1W6HPFAE013"",""WP_055022375.1"")"
transcription/translation regulatory transformer protein RfaH [Ferrimonas balearica],Ferrimonas balearica,46.2,46.2,98%,0.001,44.68,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013344583.1?report=genbank&log$=prottop&blast_rank=3750&RID=1W6HPFAE013"",""WP_013344583.1"")"
transcription/translation regulatory transformer protein RfaH [Ferrimonas balearica],Ferrimonas balearica,45.8,45.8,98%,0.001,44.68,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_222487142.1?report=genbank&log$=prottop&blast_rank=3751&RID=1W6HPFAE013"",""WP_222487142.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas translucida],Pseudoalteromonas translucida,45.8,45.8,98%,0.001,42.55,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_058374213.1?report=genbank&log$=prottop&blast_rank=3752&RID=1W6HPFAE013"",""WP_058374213.1"")"
transcription/translation regulatory transformer protein RfaH [Leucothrix pacifica],Leucothrix pacifica,46.2,46.2,100%,0.001,39.58,171,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_109838282.1?report=genbank&log$=prottop&blast_rank=3753&RID=1W6HPFAE013"",""WP_109838282.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp.],Pseudoalteromonas sp.,45.8,45.8,90%,0.001,48.84,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_370317353.1?report=genbank&log$=prottop&blast_rank=3754&RID=1W6HPFAE013"",""WP_370317353.1"")"
transcription/translation regulatory transformer protein RfaH [Ferrimonas senticii],Ferrimonas senticii,45.8,45.8,100%,0.001,43.75,164,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_051201892.1?report=genbank&log$=prottop&blast_rank=3755&RID=1W6HPFAE013"",""WP_051201892.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,43.1,43.1,56%,0.001,70.37,27,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCV4655721.1?report=genbank&log$=prottop&blast_rank=3756&RID=1W6HPFAE013"",""MCV4655721.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. H71],Pseudoalteromonas sp. H71,45.8,45.8,90%,0.001,44.19,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_058405447.1?report=genbank&log$=prottop&blast_rank=3757&RID=1W6HPFAE013"",""WP_058405447.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas],Pseudoalteromonas,45.8,45.8,98%,0.001,40.43,159,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_010605769.1?report=genbank&log$=prottop&blast_rank=3758&RID=1W6HPFAE013"",""WP_010605769.1"")"
transcription/translation regulatory transformer protein RfaH [Vibrio tapetis],Vibrio tapetis,45.8,45.8,81%,0.001,48.72,173,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_102521966.1?report=genbank&log$=prottop&blast_rank=3759&RID=1W6HPFAE013"",""WP_102521966.1"")"
transcription/translation regulatory transformer protein RfaH [Moritella sp.],Moritella sp.,45.8,45.8,94%,0.001,53.33,174,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_293137247.1?report=genbank&log$=prottop&blast_rank=3760&RID=1W6HPFAE013"",""WP_293137247.1"")"
transcription/translation regulatory transformer protein RfaH [Rhodocyclaceae bacterium],Rhodocyclaceae bacterium,45.8,45.8,100%,0.001,41.67,165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDP1526095.1?report=genbank&log$=prottop&blast_rank=3761&RID=1W6HPFAE013"",""MDP1526095.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. JSTW],Pseudoalteromonas sp. JSTW,45.4,45.4,90%,0.001,48.84,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_180311175.1?report=genbank&log$=prottop&blast_rank=3762&RID=1W6HPFAE013"",""WP_180311175.1"")"
transcription/translation regulatory transformer protein RfaH [Porticoccaceae bacterium],Porticoccaceae bacterium,45.4,45.4,75%,0.001,44.44,154,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MAE03729.1?report=genbank&log$=prottop&blast_rank=3763&RID=1W6HPFAE013"",""MAE03729.1"")"
transcription/translation regulatory transformer protein RfaH [Vibrio sp. V33_P6A3T137],Vibrio sp. V33_P6A3T137,44.7,44.7,81%,0.001,43.59,115,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NAW80176.1?report=genbank&log$=prottop&blast_rank=3764&RID=1W6HPFAE013"",""NAW80176.1"")"
transcription/translation regulatory transformer protein RfaH [Moritella sp.],Moritella sp.,45.8,45.8,92%,0.001,52.27,174,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_293149013.1?report=genbank&log$=prottop&blast_rank=3765&RID=1W6HPFAE013"",""WP_293149013.1"")"
transcription/translation regulatory transformer protein RfaH [Rahnella sp. AA],Rahnella sp. AA,45.8,45.8,77%,0.001,45.95,174,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_101080087.1?report=genbank&log$=prottop&blast_rank=3766&RID=1W6HPFAE013"",""WP_101080087.1"")"
transcription/translation regulatory transformer protein RfaH [Klebsiella pneumoniae],Klebsiella pneumoniae,45.1,45.1,50%,0.001,79.17,138,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EMR3295906.1?report=genbank&log$=prottop&blast_rank=3767&RID=1W6HPFAE013"",""EMR3295906.1"")"
transcription/translation regulatory transformer protein RfaH [Porticoccaceae bacterium],Porticoccaceae bacterium,45.8,45.8,83%,0.001,37.50,174,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDG1496295.1?report=genbank&log$=prottop&blast_rank=3768&RID=1W6HPFAE013"",""MDG1496295.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [unclassified Pseudoalteromonas],unclassified Pseudoalteromonas,45.4,45.4,90%,0.001,44.19,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_138528545.1?report=genbank&log$=prottop&blast_rank=3769&RID=1W6HPFAE013"",""WP_138528545.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas piscicida],Pseudoalteromonas piscicida,45.4,45.4,98%,0.001,40.43,159,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_239979761.1?report=genbank&log$=prottop&blast_rank=3770&RID=1W6HPFAE013"",""WP_239979761.1"")"
transcription/translation regulatory transformer protein RfaH [Vibrio hibernica],Vibrio hibernica,45.4,45.4,90%,0.001,44.19,166,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_194091445.1?report=genbank&log$=prottop&blast_rank=3771&RID=1W6HPFAE013"",""WP_194091445.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [unclassified Pseudoalteromonas],unclassified Pseudoalteromonas,45.4,45.4,98%,0.002,42.55,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_197107650.1?report=genbank&log$=prottop&blast_rank=3772&RID=1W6HPFAE013"",""WP_197107650.1"")"
transcription/translation regulatory transformer protein RfaH [Halopseudomonas sp.],Halopseudomonas sp.,45.8,45.8,73%,0.002,54.29,203,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_335616378.1?report=genbank&log$=prottop&blast_rank=3773&RID=1W6HPFAE013"",""WP_335616378.1"")"
transcription/translation regulatory transformer protein RfaH [Enterovibrio gelatinilyticus],Enterovibrio gelatinilyticus,45.4,45.4,85%,0.002,46.34,165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_274163308.1?report=genbank&log$=prottop&blast_rank=3774&RID=1W6HPFAE013"",""WP_274163308.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas],Pseudoalteromonas,45.4,45.4,98%,0.002,42.55,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_011329287.1?report=genbank&log$=prottop&blast_rank=3775&RID=1W6HPFAE013"",""WP_011329287.1"")"
transcription/translation regulatory transformer protein RfaH [Rhodocyclaceae bacterium],Rhodocyclaceae bacterium,45.4,45.4,100%,0.002,41.67,165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEY3432256.1?report=genbank&log$=prottop&blast_rank=3776&RID=1W6HPFAE013"",""HEY3432256.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas lipolytica],Pseudoalteromonas lipolytica,45.4,45.4,90%,0.002,48.84,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_417699398.1?report=genbank&log$=prottop&blast_rank=3777&RID=1W6HPFAE013"",""WP_417699398.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. WY3],Pseudoalteromonas sp. WY3,45.4,45.4,98%,0.002,42.55,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_306287728.1?report=genbank&log$=prottop&blast_rank=3778&RID=1W6HPFAE013"",""WP_306287728.1"")"
transcription/translation regulatory transformer protein RfaH [Vibrio parahaemolyticus],Vibrio parahaemolyticus,45.4,45.4,94%,0.002,44.44,166,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_025818462.1?report=genbank&log$=prottop&blast_rank=3779&RID=1W6HPFAE013"",""WP_025818462.1"")"
transcription/translation regulatory transformer protein RfaH [Vibrio parahaemolyticus],Vibrio parahaemolyticus,45.4,45.4,94%,0.002,44.44,166,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_406990451.1?report=genbank&log$=prottop&blast_rank=3780&RID=1W6HPFAE013"",""WP_406990451.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,45.4,45.4,100%,0.002,56.25,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MFP1455409.1?report=genbank&log$=prottop&blast_rank=3781&RID=1W6HPFAE013"",""MFP1455409.1"")"
transcription/translation regulatory transformer protein RfaH [Burkholderiaceae bacterium],Burkholderiaceae bacterium,45.4,45.4,100%,0.002,39.58,168,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MGB4345241.1?report=genbank&log$=prottop&blast_rank=3782&RID=1W6HPFAE013"",""MGB4345241.1"")"
"transcription/translation regulatory transformer protein RfaH, partial [Proteus mirabilis]",Proteus mirabilis,45.1,45.1,58%,0.002,67.86,146,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_163784943.1?report=genbank&log$=prottop&blast_rank=3783&RID=1W6HPFAE013"",""WP_163784943.1"")"
transcription/translation regulatory transformer protein RfaH [Thiothrix subterranea],Thiothrix subterranea,45.4,45.4,77%,0.002,56.76,171,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_308135554.1?report=genbank&log$=prottop&blast_rank=3784&RID=1W6HPFAE013"",""WP_308135554.1"")"
transcription/translation regulatory transformer protein RfaH [Thiothrix subterranea],Thiothrix subterranea,45.4,45.4,77%,0.002,56.76,171,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_202716174.1?report=genbank&log$=prottop&blast_rank=3785&RID=1W6HPFAE013"",""WP_202716174.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas],Pseudoalteromonas,45.1,45.1,98%,0.002,40.43,159,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_222242374.1?report=genbank&log$=prottop&blast_rank=3786&RID=1W6HPFAE013"",""WP_222242374.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. C12FD-1],Pseudoalteromonas sp. C12FD-1,45.1,45.1,96%,0.002,41.30,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_337848782.1?report=genbank&log$=prottop&blast_rank=3787&RID=1W6HPFAE013"",""WP_337848782.1"")"
transcriptional activator RfaH [Proteus mirabilis],Proteus mirabilis,45.1,45.1,65%,0.002,64.52,149,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/SPY96458.1?report=genbank&log$=prottop&blast_rank=3788&RID=1W6HPFAE013"",""SPY96458.1"")"
transcription/translation regulatory transformer protein RfaH [Vibrio tapetis],Vibrio tapetis,45.4,45.4,88%,0.002,45.24,172,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_290329582.1?report=genbank&log$=prottop&blast_rank=3789&RID=1W6HPFAE013"",""WP_290329582.1"")"
transcription/translation regulatory transformer protein RfaH [Betaproteobacteria bacterium],Betaproteobacteria bacterium,45.1,45.1,75%,0.002,52.78,165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MEI7785141.1?report=genbank&log$=prottop&blast_rank=3790&RID=1W6HPFAE013"",""MEI7785141.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. CO348],Pseudoalteromonas sp. CO348,45.1,45.1,98%,0.002,40.43,159,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_130164840.1?report=genbank&log$=prottop&blast_rank=3791&RID=1W6HPFAE013"",""WP_130164840.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas],Pseudoalteromonas,45.1,45.1,98%,0.002,42.55,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_338411644.1?report=genbank&log$=prottop&blast_rank=3792&RID=1W6HPFAE013"",""WP_338411644.1"")"
transcription/translation regulatory transformer protein RfaH [Klebsiella quasipneumoniae],Klebsiella quasipneumoniae,44.7,44.7,48%,0.002,82.61,137,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EKU3517910.1?report=genbank&log$=prottop&blast_rank=3793&RID=1W6HPFAE013"",""EKU3517910.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. SG43-5],Pseudoalteromonas sp. SG43-5,44.7,44.7,96%,0.003,41.30,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_182769695.1?report=genbank&log$=prottop&blast_rank=3794&RID=1W6HPFAE013"",""WP_182769695.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas distincta],Pseudoalteromonas distincta,44.7,44.7,96%,0.003,41.30,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_138488487.1?report=genbank&log$=prottop&blast_rank=3795&RID=1W6HPFAE013"",""WP_138488487.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. SR43-3],Pseudoalteromonas sp. SR43-3,44.7,44.7,96%,0.003,41.30,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_182752353.1?report=genbank&log$=prottop&blast_rank=3796&RID=1W6HPFAE013"",""WP_182752353.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas piscicida],Pseudoalteromonas piscicida,44.7,44.7,98%,0.003,40.43,159,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_424794922.1?report=genbank&log$=prottop&blast_rank=3797&RID=1W6HPFAE013"",""WP_424794922.1"")"
transcription/translation regulatory transformer protein RfaH [Porticoccaceae bacterium],Porticoccaceae bacterium,44.7,44.7,94%,0.003,37.78,170,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDB3966196.1?report=genbank&log$=prottop&blast_rank=3798&RID=1W6HPFAE013"",""MDB3966196.1"")"
transcription/translation regulatory transformer protein RfaH [Methylophilaceae bacterium],Methylophilaceae bacterium,44.7,44.7,92%,0.003,45.45,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDG2293274.1?report=genbank&log$=prottop&blast_rank=3799&RID=1W6HPFAE013"",""MDG2293274.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. NZS100],Pseudoalteromonas sp. NZS100,44.7,44.7,96%,0.003,41.30,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_197120411.1?report=genbank&log$=prottop&blast_rank=3800&RID=1W6HPFAE013"",""WP_197120411.1"")"
transcription/translation regulatory transformer protein RfaH [Porticoccaceae bacterium],Porticoccaceae bacterium,44.7,44.7,77%,0.003,43.24,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MEZ7860145.1?report=genbank&log$=prottop&blast_rank=3801&RID=1W6HPFAE013"",""MEZ7860145.1"")"
transcription/translation regulatory transformer protein RfaH [Betaproteobacteria bacterium],Betaproteobacteria bacterium,44.7,44.7,92%,0.003,45.45,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCH9849034.1?report=genbank&log$=prottop&blast_rank=3802&RID=1W6HPFAE013"",""MCH9849034.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. JB197],Pseudoalteromonas sp. JB197,44.7,44.7,77%,0.003,45.95,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_086993130.1?report=genbank&log$=prottop&blast_rank=3803&RID=1W6HPFAE013"",""WP_086993130.1"")"
transcription/translation regulatory transformer protein RfaH [Nitrincola lacisaponensis],Nitrincola lacisaponensis,44.7,44.7,100%,0.003,39.58,164,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_409672404.1?report=genbank&log$=prottop&blast_rank=3804&RID=1W6HPFAE013"",""WP_409672404.1"")"
"transcription/translation regulatory transformer protein RfaH, partial [Proteus sp. G4441]",Proteus sp. G4441,44.3,44.3,56%,0.004,66.67,144,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_162282299.1?report=genbank&log$=prottop&blast_rank=3805&RID=1W6HPFAE013"",""WP_162282299.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. K222D],Pseudoalteromonas sp. K222D,44.3,44.3,90%,0.004,37.21,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_208835354.1?report=genbank&log$=prottop&blast_rank=3806&RID=1W6HPFAE013"",""WP_208835354.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. SWYJZ98],Pseudoalteromonas sp. SWYJZ98,44.3,44.3,96%,0.004,41.30,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_197098289.1?report=genbank&log$=prottop&blast_rank=3807&RID=1W6HPFAE013"",""WP_197098289.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. Z9A6],Pseudoalteromonas sp. Z9A6,44.3,44.3,96%,0.004,41.30,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_165743748.1?report=genbank&log$=prottop&blast_rank=3808&RID=1W6HPFAE013"",""WP_165743748.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas nigrifaciens],Pseudoalteromonas nigrifaciens,44.3,44.3,98%,0.004,42.55,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_089368771.1?report=genbank&log$=prottop&blast_rank=3809&RID=1W6HPFAE013"",""WP_089368771.1"")"
transcription/translation regulatory transformer protein RfaH [Porticoccaceae bacterium],Porticoccaceae bacterium,44.3,44.3,83%,0.004,40.00,169,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDC1513941.1?report=genbank&log$=prottop&blast_rank=3810&RID=1W6HPFAE013"",""MDC1513941.1"")"
transcription/translation regulatory transformer protein RfaH [Methylovulum sp.],Methylovulum sp.,44.7,44.7,98%,0.004,42.55,179,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MFZ4504047.1?report=genbank&log$=prottop&blast_rank=3811&RID=1W6HPFAE013"",""MFZ4504047.1"")"
transcription/translation regulatory transformer protein RfaH [Porticoccaceae bacterium],Porticoccaceae bacterium,44.3,44.3,77%,0.004,40.54,172,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDA7696423.1?report=genbank&log$=prottop&blast_rank=3812&RID=1W6HPFAE013"",""MDA7696423.1"")"
transcription antitermination protein RfaH [Betaproteobacteria bacterium],Betaproteobacteria bacterium,44.3,44.3,98%,0.004,40.43,165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GHU11566.1?report=genbank&log$=prottop&blast_rank=3813&RID=1W6HPFAE013"",""GHU11566.1"")"
transcription/translation regulatory transformer protein RfaH [Porticoccaceae bacterium],Porticoccaceae bacterium,44.3,44.3,94%,0.004,37.78,170,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDA9919196.1?report=genbank&log$=prottop&blast_rank=3814&RID=1W6HPFAE013"",""MDA9919196.1"")"
transcription/translation regulatory transformer protein RfaH [Vibrio diazotrophicus],Vibrio diazotrophicus,44.3,44.3,88%,0.004,45.24,165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_102953768.1?report=genbank&log$=prottop&blast_rank=3815&RID=1W6HPFAE013"",""WP_102953768.1"")"
